method,scope,facility,geometry,n_seeds,recall_n_defined,recall_mean,recall_std,precision_n_defined,precision_mean,precision_std,f1_n_defined,f1_mean,f1_std,auroc_n_defined,auroc_mean,auroc_std,margin_auroc_n_defined,margin_auroc_mean,margin_auroc_std,false_positive_rate_n_defined,false_positive_rate_mean,false_positive_rate_std
B2,unseen,standard,vertical_new,5,5,0.0,0.0,1,,,5,0.0,0.0,5,0.5612847222222223,0.07136187525946777,5,0.5612847222222223,0.07136187525946777,5,0.004166666666666667,0.009316949906249124
B2,unseen,standard,wide_new,5,5,0.0,0.0,2,,,5,0.0,0.0,5,0.5338541666666667,0.045438376139938896,5,0.5338541666666667,0.045438376139938896,5,0.0125,0.018633899812498248
B3,all,__all__,__all__,5,5,0.07239583333333334,0.019260273007396453,5,0.5815515326048984,0.06489632188557545,5,0.12827217841709035,0.031367092017025006,5,0.5878421359592014,0.06284760740462442,5,0.583734130859375,0.05939062577050737,5,0.02578125,0.006203713150818539
B3,seen,__all__,__all__,5,5,0.10138888888888889,0.024355108217708584,5,0.5330117322291236,0.08118861644632779,5,0.1697200525786645,0.03621685758642513,5,0.5989631558641976,0.07185078481948656,5,0.5966965663580247,0.06934319670186317,5,0.04444444444444444,0.010814174654442663
B3,seen,__all__,central_furniture,5,5,0.08333333333333334,0.03294039229342062,5,0.545,0.09420721840708385,5,0.14270592777424268,0.05154393242867068,5,0.5996961805555555,0.07260608224821333,5,0.6034288194444444,0.06879162283011002,5,0.035416666666666666,0.01743041721945991
B3,seen,__all__,clear,5,5,0.20416666666666666,0.049738901609638855,5,0.5329523809523808,0.07872740650591378,5,0.2922898632787391,0.05285093174788138,5,0.6095486111111111,0.08334878848834244,5,0.6180989583333333,0.07708872794366071,5,0.09166666666666666,0.029828793881825733
B3,seen,__all__,vertical_mid,5,5,0.016666666666666666,0.037267799624996496,2,,,5,0.029629629629629627,0.06625386599999376,5,0.6259114583333333,0.055169651387412484,5,0.5892361111111111,0.06506335526397342,5,0.00625,0.009316949906249124
B3,seen,harsh,__all__,5,5,0.18055555555555552,0.04392052305789416,5,0.6575056640926182,0.11249760561533445,5,0.2809859941420738,0.05484671344482051,5,0.6441743827160493,0.09170479346877043,5,0.6441743827160493,0.09170479346877043,5,0.04861111111111111,0.02196026152894708
B3,seen,harsh,central_furniture,5,5,0.16666666666666669,0.06588078458684124,5,0.7833333333333333,0.1394433377556793,5,0.26635364635364633,0.0856144102235082,5,0.656423611111111,0.09018048643729061,5,0.656423611111111,0.09018048643729061,5,0.029166666666666664,0.023753654689565376
B3,seen,harsh,clear,5,5,0.35,0.08640183897219883,5,0.6243728304719017,0.11871662927165305,5,0.44157211230115034,0.07343065960316363,5,0.6739583333333334,0.09990297484900316,5,0.6739583333333334,0.09990297484900316,5,0.1125,0.0562885670254429
B3,seen,harsh,vertical_mid,5,5,0.025,0.055901699437494755,2,,,5,0.04444444444444444,0.09938079899999064,5,0.6796875,0.057021405902482586,5,0.6796875,0.057021405902482586,5,0.004166666666666667,0.009316949906249124
B3,seen,standard,__all__,5,5,0.02222222222222222,0.007607257743127307,5,0.2138095238095238,0.05271538261860432,5,0.04013909009586688,0.013251597354468956,5,0.5566358024691358,0.0617957757608842,5,0.5566358024691358,0.0617957757608842,5,0.04027777777777778,0.009054447785003675
B3,seen,standard,central_furniture,5,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.5545138888888889,0.05277463669380946,5,0.5545138888888889,0.05277463669380946,5,0.041666666666666664,0.02551551815399144
B3,seen,standard,clear,5,5,0.058333333333333334,0.02282177322938192,5,0.2833333333333333,0.04564354645876383,5,0.09619047619047619,0.033906634512224566,5,0.5614583333333333,0.058241935052414685,5,0.5614583333333333,0.058241935052414685,5,0.07083333333333333,0.011410886614690958
B3,seen,standard,vertical_mid,5,5,0.008333333333333333,0.018633899812498248,1,,,5,0.014814814814814814,0.03312693299999688,5,0.5682291666666666,0.08451090378070622,5,0.5682291666666666,0.08451090378070622,5,0.008333333333333333,0.018633899812498248
