budget,seed,method,scope,facility,geometry,n,tp,fp,fn,tn,recall,precision,f1,false_positive_rate,auroc,margin_auroc
0.15,4,B3,unseen,standard,wide_new,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.4583333333333333,0.4583333333333333
0.15,4,P1,unseen,standard,wide_new,72,0,0,24,48,0.0,,0.0,0.0,0.4583333333333333,0.4244791666666667
0.2,0,B1,all,__all__,__all__,1152,37,53,347,715,0.09635416666666667,0.4111111111111111,0.15611814345991562,0.06901041666666667,0.5476108127170138,0.5476108127170138
0.2,0,B2,all,__all__,__all__,1152,59,102,325,666,0.15364583333333334,0.36645962732919257,0.21651376146788992,0.1328125,0.5677897135416666,0.5677897135416666
0.2,0,B3,all,__all__,__all__,1152,69,97,315,671,0.1796875,0.41566265060240964,0.2509090909090909,0.12630208333333334,0.5677897135416666,0.5606045193142362
0.2,0,P1,all,__all__,__all__,1152,58,99,326,669,0.15104166666666666,0.36942675159235666,0.2144177449168207,0.12890625,0.5677897135416666,0.5606892903645834
0.2,0,B1,seen,__all__,__all__,432,20,30,124,258,0.1388888888888889,0.4,0.20618556701030927,0.10416666666666667,0.5577498070987654,0.5577498070987654
0.2,0,B2,seen,__all__,__all__,432,29,47,115,241,0.2013888888888889,0.3815789473684211,0.2636363636363636,0.16319444444444445,0.5785349151234568,0.5785349151234568
0.2,0,B3,seen,__all__,__all__,432,32,44,112,244,0.2222222222222222,0.42105263157894735,0.2909090909090909,0.1527777777777778,0.5785349151234568,0.5705295138888888
0.2,0,P1,seen,__all__,__all__,432,27,47,117,241,0.1875,0.36486486486486486,0.24770642201834864,0.16319444444444445,0.5785349151234568,0.568383487654321
0.2,0,B1,seen,__all__,central_furniture,144,8,11,40,85,0.16666666666666666,0.42105263157894735,0.23880597014925373,0.11458333333333333,0.5540364583333334,0.5540364583333334
0.2,0,B2,seen,__all__,central_furniture,144,12,19,36,77,0.25,0.3870967741935484,0.3037974683544304,0.19791666666666666,0.5779079861111112,0.5779079861111112
0.2,0,B3,seen,__all__,central_furniture,144,14,16,34,80,0.2916666666666667,0.4666666666666667,0.358974358974359,0.16666666666666666,0.5779079861111112,0.5711805555555556
0.2,0,P1,seen,__all__,central_furniture,144,11,15,37,81,0.22916666666666666,0.4230769230769231,0.2972972972972973,0.15625,0.5779079861111112,0.5625
0.2,0,B1,seen,__all__,clear,144,11,15,37,81,0.22916666666666666,0.4230769230769231,0.2972972972972973,0.15625,0.5588107638888888,0.5588107638888888
0.2,0,B2,seen,__all__,clear,144,16,23,32,73,0.3333333333333333,0.41025641025641024,0.367816091954023,0.23958333333333334,0.5826822916666666,0.5826822916666666
0.2,0,B3,seen,__all__,clear,144,16,25,32,71,0.3333333333333333,0.3902439024390244,0.3595505617977528,0.2604166666666667,0.5826822916666666,0.5809461805555556
0.2,0,P1,seen,__all__,clear,144,16,27,32,69,0.3333333333333333,0.37209302325581395,0.3516483516483517,0.28125,0.5826822916666666,0.58203125
0.2,0,B1,seen,__all__,vertical_mid,144,1,4,47,92,0.020833333333333332,0.2,0.03773584905660377,0.041666666666666664,0.5935329861111112,0.5935329861111112
0.2,0,B2,seen,__all__,vertical_mid,144,1,5,47,91,0.020833333333333332,0.16666666666666666,0.037037037037037035,0.052083333333333336,0.62109375,0.62109375
0.2,0,B3,seen,__all__,vertical_mid,144,2,3,46,93,0.041666666666666664,0.4,0.07547169811320754,0.03125,0.62109375,0.5859375
0.2,0,P1,seen,__all__,vertical_mid,144,0,5,48,91,0.0,0.0,0.0,0.052083333333333336,0.62109375,0.5983072916666666
0.2,0,B1,seen,harsh,__all__,216,17,24,55,120,0.2361111111111111,0.4146341463414634,0.3008849557522124,0.16666666666666666,0.5917245370370371,0.5917245370370371
0.2,0,B2,seen,harsh,__all__,216,22,38,50,106,0.3055555555555556,0.36666666666666664,0.3333333333333333,0.2638888888888889,0.6049382716049383,0.6049382716049383
0.2,0,B3,seen,harsh,__all__,216,20,26,52,118,0.2777777777777778,0.43478260869565216,0.3389830508474576,0.18055555555555555,0.6049382716049383,0.6049382716049383
0.2,0,P1,seen,harsh,__all__,216,20,31,52,113,0.2777777777777778,0.39215686274509803,0.3252032520325203,0.2152777777777778,0.6049382716049383,0.603491512345679
0.2,0,B1,seen,harsh,central_furniture,72,8,8,16,40,0.3333333333333333,0.5,0.4,0.16666666666666666,0.6111111111111112,0.6111111111111112
0.2,0,B2,seen,harsh,central_furniture,72,10,16,14,32,0.4166666666666667,0.38461538461538464,0.4,0.3333333333333333,0.6197916666666666,0.6197916666666666
0.2,0,B3,seen,harsh,central_furniture,72,10,11,14,37,0.4166666666666667,0.47619047619047616,0.4444444444444444,0.22916666666666666,0.6197916666666666,0.6197916666666666
0.2,0,P1,seen,harsh,central_furniture,72,10,12,14,36,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.25,0.6197916666666666,0.6197916666666666
0.2,0,B1,seen,harsh,clear,72,9,12,15,36,0.375,0.42857142857142855,0.4,0.25,0.6076388888888888,0.6076388888888888
0.2,0,B2,seen,harsh,clear,72,11,17,13,31,0.4583333333333333,0.39285714285714285,0.4230769230769231,0.3541666666666667,0.6423611111111112,0.6423611111111112
0.2,0,B3,seen,harsh,clear,72,10,14,14,34,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.2916666666666667,0.6423611111111112,0.6423611111111112
0.2,0,P1,seen,harsh,clear,72,10,16,14,32,0.4166666666666667,0.38461538461538464,0.4,0.3333333333333333,0.6423611111111112,0.6371527777777778
0.2,0,B1,seen,harsh,vertical_mid,72,0,4,24,44,0.0,0.0,0.0,0.08333333333333333,0.6223958333333334,0.6223958333333334
0.2,0,B2,seen,harsh,vertical_mid,72,1,5,23,43,0.041666666666666664,0.16666666666666666,0.06666666666666667,0.10416666666666667,0.6267361111111112,0.6267361111111112
0.2,0,B3,seen,harsh,vertical_mid,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6267361111111112,0.6267361111111112
0.2,0,P1,seen,harsh,vertical_mid,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.6267361111111112,0.6258680555555556
0.2,0,B1,seen,standard,__all__,216,3,6,69,138,0.041666666666666664,0.3333333333333333,0.07407407407407407,0.041666666666666664,0.5360725308641975,0.5360725308641975
0.2,0,B2,seen,standard,__all__,216,7,9,65,135,0.09722222222222222,0.4375,0.1590909090909091,0.0625,0.5597029320987654,0.5597029320987654
0.2,0,B3,seen,standard,__all__,216,12,18,60,126,0.16666666666666666,0.4,0.23529411764705882,0.125,0.5597029320987654,0.5597029320987654
0.2,0,P1,seen,standard,__all__,216,7,16,65,128,0.09722222222222222,0.30434782608695654,0.14736842105263157,0.1111111111111111,0.5597029320987654,0.5416666666666666
0.2,0,B1,seen,standard,central_furniture,72,0,3,24,45,0.0,0.0,0.0,0.0625,0.5217013888888888,0.5217013888888888
0.2,0,B2,seen,standard,central_furniture,72,2,3,22,45,0.08333333333333333,0.4,0.13793103448275862,0.0625,0.5572916666666666,0.5572916666666666
0.2,0,B3,seen,standard,central_furniture,72,4,5,20,43,0.16666666666666666,0.4444444444444444,0.24242424242424243,0.10416666666666667,0.5572916666666666,0.5572916666666666
0.2,0,P1,seen,standard,central_furniture,72,1,3,23,45,0.041666666666666664,0.25,0.07142857142857142,0.0625,0.5572916666666666,0.5303819444444444
0.2,0,B1,seen,standard,clear,72,2,3,22,45,0.08333333333333333,0.4,0.13793103448275862,0.0625,0.5347222222222222,0.5347222222222222
0.2,0,B2,seen,standard,clear,72,5,6,19,42,0.20833333333333334,0.45454545454545453,0.2857142857142857,0.125,0.5373263888888888,0.5373263888888888
0.2,0,B3,seen,standard,clear,72,6,11,18,37,0.25,0.35294117647058826,0.2926829268292683,0.22916666666666666,0.5373263888888888,0.5373263888888888
0.2,0,P1,seen,standard,clear,72,6,11,18,37,0.25,0.35294117647058826,0.2926829268292683,0.22916666666666666,0.5373263888888888,0.5434027777777778
0.2,0,B1,seen,standard,vertical_mid,72,1,0,23,48,0.041666666666666664,1.0,0.08,0.0,0.5720486111111112,0.5720486111111112
0.2,0,B2,seen,standard,vertical_mid,72,0,0,24,48,0.0,,0.0,0.0,0.6241319444444444,0.6241319444444444
0.2,0,B3,seen,standard,vertical_mid,72,2,2,22,46,0.08333333333333333,0.5,0.14285714285714285,0.041666666666666664,0.6241319444444444,0.6241319444444444
0.2,0,P1,seen,standard,vertical_mid,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.6241319444444444,0.5737847222222222
0.2,0,B1,unseen,__all__,__all__,720,17,23,223,457,0.07083333333333333,0.425,0.12142857142857143,0.04791666666666667,0.5428385416666667,0.5428385416666667
0.2,0,B2,unseen,__all__,__all__,720,30,55,210,425,0.125,0.35294117647058826,0.18461538461538463,0.11458333333333333,0.5630381944444445,0.5630381944444445
0.2,0,B3,unseen,__all__,__all__,720,37,53,203,427,0.15416666666666667,0.4111111111111111,0.22424242424242424,0.11041666666666666,0.5630381944444445,0.5553125
0.2,0,P1,unseen,__all__,__all__,720,31,52,209,428,0.12916666666666668,0.37349397590361444,0.19195046439628483,0.10833333333333334,0.5630381944444445,0.5577170138888888
0.2,0,B1,unseen,__all__,horizontal_new,144,0,0,48,96,0.0,,0.0,0.0,0.5581597222222222,0.5581597222222222
0.2,0,B2,unseen,__all__,horizontal_new,144,0,1,48,95,0.0,0.0,0.0,0.010416666666666666,0.5538194444444444,0.5538194444444444
0.2,0,B3,unseen,__all__,horizontal_new,144,0,2,48,94,0.0,0.0,0.0,0.020833333333333332,0.5538194444444444,0.5377604166666666
0.2,0,P1,unseen,__all__,horizontal_new,144,0,2,48,94,0.0,0.0,0.0,0.020833333333333332,0.5538194444444444,0.5653211805555556
0.2,0,B1,unseen,__all__,low_new,144,4,6,44,90,0.08333333333333333,0.4,0.13793103448275862,0.0625,0.5499131944444444,0.5499131944444444
0.2,0,B2,unseen,__all__,low_new,144,11,17,37,79,0.22916666666666666,0.39285714285714285,0.2894736842105263,0.17708333333333334,0.5740017361111112,0.5740017361111112
0.2,0,B3,unseen,__all__,low_new,144,14,16,34,80,0.2916666666666667,0.4666666666666667,0.358974358974359,0.16666666666666666,0.5740017361111112,0.5687934027777778
0.2,0,P1,unseen,__all__,low_new,144,13,17,35,79,0.2708333333333333,0.43333333333333335,0.3333333333333333,0.17708333333333334,0.5740017361111112,0.578125
0.2,0,B1,unseen,__all__,two_new,144,6,6,42,90,0.125,0.5,0.2,0.0625,0.5405815972222222,0.5405815972222222
0.2,0,B2,unseen,__all__,two_new,144,9,17,39,79,0.1875,0.34615384615384615,0.24324324324324326,0.17708333333333334,0.5685763888888888,0.5685763888888888
0.2,0,B3,unseen,__all__,two_new,144,10,14,38,82,0.20833333333333334,0.4166666666666667,0.2777777777777778,0.14583333333333334,0.5685763888888888,0.5559895833333334
0.2,0,P1,unseen,__all__,two_new,144,9,13,39,83,0.1875,0.4090909090909091,0.2571428571428571,0.13541666666666666,0.5685763888888888,0.5700954861111112
0.2,0,B1,unseen,__all__,vertical_new,144,1,4,47,92,0.020833333333333332,0.2,0.03773584905660377,0.041666666666666664,0.5922309027777778,0.5922309027777778
0.2,0,B2,unseen,__all__,vertical_new,144,0,2,48,94,0.0,0.0,0.0,0.020833333333333332,0.6184895833333334,0.6184895833333334
0.2,0,B3,unseen,__all__,vertical_new,144,1,3,47,93,0.020833333333333332,0.25,0.038461538461538464,0.03125,0.6184895833333334,0.5885416666666666
0.2,0,P1,unseen,__all__,vertical_new,144,0,3,48,93,0.0,0.0,0.0,0.03125,0.6184895833333334,0.58984375
0.2,0,B1,unseen,__all__,wide_new,144,6,7,42,89,0.125,0.46153846153846156,0.19672131147540983,0.07291666666666667,0.5366753472222222,0.5366753472222222
0.2,0,B2,unseen,__all__,wide_new,144,10,18,38,78,0.20833333333333334,0.35714285714285715,0.2631578947368421,0.1875,0.5514322916666666,0.5514322916666666
0.2,0,B3,unseen,__all__,wide_new,144,12,18,36,78,0.25,0.4,0.3076923076923077,0.1875,0.5514322916666666,0.5494791666666666
0.2,0,P1,unseen,__all__,wide_new,144,9,17,39,79,0.1875,0.34615384615384615,0.24324324324324326,0.17708333333333334,0.5514322916666666,0.5381944444444444
0.2,0,B1,unseen,harsh,__all__,360,17,19,103,221,0.14166666666666666,0.4722222222222222,0.21794871794871795,0.07916666666666666,0.5681597222222222,0.5681597222222222
0.2,0,B2,unseen,harsh,__all__,360,29,48,91,192,0.24166666666666667,0.37662337662337664,0.29441624365482233,0.2,0.5792013888888888,0.5792013888888888
0.2,0,B3,unseen,harsh,__all__,360,28,36,92,204,0.23333333333333334,0.4375,0.30434782608695654,0.15,0.5792013888888888,0.5792013888888888
0.2,0,P1,unseen,harsh,__all__,360,28,43,92,197,0.23333333333333334,0.39436619718309857,0.2931937172774869,0.17916666666666667,0.5792013888888888,0.5763194444444445
0.2,0,B1,unseen,harsh,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5625,0.5625
0.2,0,B2,unseen,harsh,horizontal_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5763888888888888,0.5763888888888888
0.2,0,B3,unseen,harsh,horizontal_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5763888888888888,0.5763888888888888
0.2,0,P1,unseen,harsh,horizontal_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5763888888888888,0.5581597222222222
0.2,0,B1,unseen,harsh,low_new,72,4,4,20,44,0.16666666666666666,0.5,0.25,0.08333333333333333,0.5842013888888888,0.5842013888888888
0.2,0,B2,unseen,harsh,low_new,72,10,14,14,34,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.2916666666666667,0.6171875,0.6171875
0.2,0,B3,unseen,harsh,low_new,72,10,11,14,37,0.4166666666666667,0.47619047619047616,0.4444444444444444,0.22916666666666666,0.6171875,0.6171875
0.2,0,P1,unseen,harsh,low_new,72,10,13,14,35,0.4166666666666667,0.43478260869565216,0.425531914893617,0.2708333333333333,0.6171875,0.6171875
0.2,0,B1,unseen,harsh,two_new,72,6,5,18,43,0.25,0.5454545454545454,0.34285714285714286,0.10416666666666667,0.5868055555555556,0.5868055555555556
0.2,0,B2,unseen,harsh,two_new,72,9,15,15,33,0.375,0.375,0.375,0.3125,0.6041666666666666,0.6041666666666666
0.2,0,B3,unseen,harsh,two_new,72,9,10,15,38,0.375,0.47368421052631576,0.4186046511627907,0.20833333333333334,0.6041666666666666,0.6041666666666666
0.2,0,P1,unseen,harsh,two_new,72,9,12,15,36,0.375,0.42857142857142855,0.4,0.25,0.6041666666666666,0.6041666666666666
0.2,0,B1,unseen,harsh,vertical_new,72,1,4,23,44,0.041666666666666664,0.2,0.06896551724137931,0.08333333333333333,0.6293402777777778,0.6293402777777778
0.2,0,B2,unseen,harsh,vertical_new,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.6354166666666666,0.6354166666666666
0.2,0,B3,unseen,harsh,vertical_new,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.6354166666666666,0.6354166666666666
0.2,0,P1,unseen,harsh,vertical_new,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.6354166666666666,0.6354166666666666
0.2,0,B1,unseen,harsh,wide_new,72,6,6,18,42,0.25,0.5,0.3333333333333333,0.125,0.5859375,0.5859375
0.2,0,B2,unseen,harsh,wide_new,72,10,16,14,32,0.4166666666666667,0.38461538461538464,0.4,0.3333333333333333,0.5894097222222222,0.5894097222222222
0.2,0,B3,unseen,harsh,wide_new,72,9,12,15,36,0.375,0.42857142857142855,0.4,0.25,0.5894097222222222,0.5894097222222222
0.2,0,P1,unseen,harsh,wide_new,72,9,15,15,33,0.375,0.375,0.375,0.3125,0.5894097222222222,0.5894097222222222
0.2,0,B1,unseen,standard,__all__,360,0,4,120,236,0.0,0.0,0.0,0.016666666666666666,0.5291319444444444,0.5291319444444444
0.2,0,B2,unseen,standard,__all__,360,1,7,119,233,0.008333333333333333,0.125,0.015625,0.029166666666666667,0.5604513888888889,0.5604513888888889
0.2,0,B3,unseen,standard,__all__,360,9,17,111,223,0.075,0.34615384615384615,0.1232876712328767,0.07083333333333333,0.5604513888888889,0.5604513888888889
0.2,0,P1,unseen,standard,__all__,360,3,9,117,231,0.025,0.25,0.045454545454545456,0.0375,0.5604513888888889,0.5538194444444444
0.2,0,B1,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5746527777777778,0.5746527777777778
0.2,0,B2,unseen,standard,horizontal_new,72,0,0,24,48,0.0,,0.0,0.0,0.5503472222222222,0.5503472222222222
0.2,0,B3,unseen,standard,horizontal_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5503472222222222,0.5503472222222222
0.2,0,P1,unseen,standard,horizontal_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5503472222222222,0.6032986111111112
0.2,0,B1,unseen,standard,low_new,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5355902777777778,0.5355902777777778
0.2,0,B2,unseen,standard,low_new,72,1,3,23,45,0.041666666666666664,0.25,0.07142857142857142,0.0625,0.546875,0.546875
0.2,0,B3,unseen,standard,low_new,72,4,5,20,43,0.16666666666666666,0.4444444444444444,0.24242424242424243,0.10416666666666667,0.546875,0.546875
0.2,0,P1,unseen,standard,low_new,72,3,4,21,44,0.125,0.42857142857142855,0.1935483870967742,0.08333333333333333,0.546875,0.5581597222222222
0.2,0,B1,unseen,standard,two_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5295138888888888,0.5295138888888888
0.2,0,B2,unseen,standard,two_new,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5590277777777778,0.5590277777777778
0.2,0,B3,unseen,standard,two_new,72,1,4,23,44,0.041666666666666664,0.2,0.06896551724137931,0.08333333333333333,0.5590277777777778,0.5590277777777778
0.2,0,P1,unseen,standard,two_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5590277777777778,0.5737847222222222
0.2,0,B1,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.5616319444444444,0.5616319444444444
0.2,0,B2,unseen,standard,vertical_new,72,0,0,24,48,0.0,,0.0,0.0,0.6154513888888888,0.6154513888888888
0.2,0,B3,unseen,standard,vertical_new,72,1,1,23,47,0.041666666666666664,0.5,0.07692307692307693,0.020833333333333332,0.6154513888888888,0.6154513888888888
0.2,0,P1,unseen,standard,vertical_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.6154513888888888,0.5494791666666666
0.2,0,B1,unseen,standard,wide_new,72,0,1,24,47,0.0,0.0,0.0,0.020833333333333332,0.5034722222222222,0.5034722222222222
0.2,0,B2,unseen,standard,wide_new,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5434027777777778,0.5434027777777778
0.2,0,B3,unseen,standard,wide_new,72,3,6,21,42,0.125,0.3333333333333333,0.18181818181818182,0.125,0.5434027777777778,0.5434027777777778
0.2,0,P1,unseen,standard,wide_new,72,0,2,24,46,0.0,0.0,0.0,0.041666666666666664,0.5434027777777778,0.5147569444444444
0.2,1,B1,all,__all__,__all__,1152,92,104,292,664,0.23958333333333334,0.46938775510204084,0.31724137931034485,0.13541666666666666,0.5993754069010416,0.5993754069010416
0.2,1,B2,all,__all__,__all__,1152,130,121,254,647,0.3385416666666667,0.5179282868525896,0.4094488188976378,0.15755208333333334,0.6574503580729166,0.6574503580729166
0.2,1,B3,all,__all__,__all__,1152,136,124,248,644,0.3541666666666667,0.5230769230769231,0.422360248447205,0.16145833333333334,0.6574503580729166,0.6577012803819444
0.2,1,P1,all,__all__,__all__,1152,134,123,250,645,0.3489583333333333,0.5214007782101168,0.41809672386895474,0.16015625,0.6574503580729166,0.6575486924913194
0.2,1,B1,seen,__all__,__all__,432,44,49,100,239,0.3055555555555556,0.4731182795698925,0.37130801687763715,0.1701388888888889,0.6284239969135802,0.6284239969135802
0.2,1,B2,seen,__all__,__all__,432,54,48,90,240,0.375,0.5294117647058824,0.43902439024390244,0.16666666666666666,0.6843894675925926,0.6843894675925926
0.2,1,B3,seen,__all__,__all__,432,58,49,86,239,0.4027777777777778,0.5420560747663551,0.46215139442231074,0.1701388888888889,0.6843894675925926,0.6843171296296297
0.2,1,P1,seen,__all__,__all__,432,57,48,87,240,0.3958333333333333,0.5428571428571428,0.4578313253012048,0.16666666666666666,0.6843894675925926,0.6837866512345679
0.2,1,B1,seen,__all__,central_furniture,144,14,17,34,79,0.2916666666666667,0.45161290322580644,0.35443037974683544,0.17708333333333334,0.6161024305555556,0.6161024305555556
0.2,1,B2,seen,__all__,central_furniture,144,11,11,37,85,0.22916666666666666,0.5,0.3142857142857143,0.11458333333333333,0.6942274305555556,0.6942274305555556
0.2,1,B3,seen,__all__,central_furniture,144,13,11,35,85,0.2708333333333333,0.5416666666666666,0.3611111111111111,0.11458333333333333,0.6942274305555556,0.6963975694444444
0.2,1,P1,seen,__all__,central_furniture,144,13,12,35,84,0.2708333333333333,0.52,0.3561643835616438,0.125,0.6942274305555556,0.6890190972222222
0.2,1,B1,seen,__all__,clear,144,21,24,27,72,0.4375,0.4666666666666667,0.45161290322580644,0.25,0.646484375,0.646484375
0.2,1,B2,seen,__all__,clear,144,21,13,27,83,0.4375,0.6176470588235294,0.5121951219512195,0.13541666666666666,0.7157118055555556,0.7157118055555556
0.2,1,B3,seen,__all__,clear,144,21,13,27,83,0.4375,0.6176470588235294,0.5121951219512195,0.13541666666666666,0.7157118055555556,0.7159288194444444
0.2,1,P1,seen,__all__,clear,144,23,15,25,81,0.4791666666666667,0.6052631578947368,0.5348837209302325,0.15625,0.7157118055555556,0.7165798611111112
0.2,1,B1,seen,__all__,vertical_mid,144,9,8,39,88,0.1875,0.5294117647058824,0.27692307692307694,0.08333333333333333,0.6668836805555556,0.6668836805555556
0.2,1,B2,seen,__all__,vertical_mid,144,22,24,26,72,0.4583333333333333,0.4782608695652174,0.46808510638297873,0.25,0.6681857638888888,0.6681857638888888
0.2,1,B3,seen,__all__,vertical_mid,144,24,25,24,71,0.5,0.4897959183673469,0.4948453608247423,0.2604166666666667,0.6681857638888888,0.6686197916666666
0.2,1,P1,seen,__all__,vertical_mid,144,21,21,27,75,0.4375,0.5,0.4666666666666667,0.21875,0.6681857638888888,0.6707899305555556
0.2,1,B1,seen,harsh,__all__,216,29,35,43,109,0.4027777777777778,0.453125,0.4264705882352941,0.24305555555555555,0.6380208333333334,0.6380208333333334
0.2,1,B2,seen,harsh,__all__,216,35,23,37,121,0.4861111111111111,0.603448275862069,0.5384615384615384,0.1597222222222222,0.7622492283950617,0.7622492283950617
0.2,1,B3,seen,harsh,__all__,216,39,25,33,119,0.5416666666666666,0.609375,0.5735294117647058,0.1736111111111111,0.7622492283950617,0.7622492283950617
0.2,1,P1,seen,harsh,__all__,216,34,22,38,122,0.4722222222222222,0.6071428571428571,0.53125,0.1527777777777778,0.7622492283950617,0.7613811728395061
0.2,1,B1,seen,harsh,central_furniture,72,10,13,14,35,0.4166666666666667,0.43478260869565216,0.425531914893617,0.2708333333333333,0.6319444444444444,0.6319444444444444
0.2,1,B2,seen,harsh,central_furniture,72,8,5,16,43,0.3333333333333333,0.6153846153846154,0.43243243243243246,0.10416666666666667,0.7769097222222222,0.7769097222222222
0.2,1,B3,seen,harsh,central_furniture,72,10,5,14,43,0.4166666666666667,0.6666666666666666,0.5128205128205128,0.10416666666666667,0.7769097222222222,0.7769097222222222
0.2,1,P1,seen,harsh,central_furniture,72,8,5,16,43,0.3333333333333333,0.6153846153846154,0.43243243243243246,0.10416666666666667,0.7769097222222222,0.7769097222222222
0.2,1,B1,seen,harsh,clear,72,14,16,10,32,0.5833333333333334,0.4666666666666667,0.5185185185185185,0.3333333333333333,0.6692708333333334,0.6692708333333334
0.2,1,B2,seen,harsh,clear,72,14,7,10,41,0.5833333333333334,0.6666666666666666,0.6222222222222222,0.14583333333333334,0.8020833333333334,0.8020833333333334
0.2,1,B3,seen,harsh,clear,72,14,7,10,41,0.5833333333333334,0.6666666666666666,0.6222222222222222,0.14583333333333334,0.8020833333333334,0.8020833333333334
0.2,1,P1,seen,harsh,clear,72,14,7,10,41,0.5833333333333334,0.6666666666666666,0.6222222222222222,0.14583333333333334,0.8020833333333334,0.8012152777777778
0.2,1,B1,seen,harsh,vertical_mid,72,5,6,19,42,0.20833333333333334,0.45454545454545453,0.2857142857142857,0.125,0.6970486111111112,0.6970486111111112
0.2,1,B2,seen,harsh,vertical_mid,72,13,11,11,37,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.22916666666666666,0.7447916666666666,0.7447916666666666
0.2,1,B3,seen,harsh,vertical_mid,72,15,13,9,35,0.625,0.5357142857142857,0.5769230769230769,0.2708333333333333,0.7447916666666666,0.7447916666666666
0.2,1,P1,seen,harsh,vertical_mid,72,12,10,12,38,0.5,0.5454545454545454,0.5217391304347826,0.20833333333333334,0.7447916666666666,0.7439236111111112
0.2,1,B1,seen,standard,__all__,216,15,14,57,130,0.20833333333333334,0.5172413793103449,0.297029702970297,0.09722222222222222,0.6311728395061729,0.6311728395061729
0.2,1,B2,seen,standard,__all__,216,19,25,53,119,0.2638888888888889,0.4318181818181818,0.3275862068965517,0.1736111111111111,0.5929783950617284,0.5929783950617284
0.2,1,B3,seen,standard,__all__,216,19,24,53,120,0.2638888888888889,0.4418604651162791,0.33043478260869563,0.16666666666666666,0.5929783950617284,0.5929783950617284
0.2,1,P1,seen,standard,__all__,216,23,26,49,118,0.3194444444444444,0.46938775510204084,0.38016528925619836,0.18055555555555555,0.5929783950617284,0.5943287037037037
0.2,1,B1,seen,standard,central_furniture,72,4,4,20,44,0.16666666666666666,0.5,0.25,0.08333333333333333,0.6302083333333334,0.6302083333333334
0.2,1,B2,seen,standard,central_furniture,72,3,6,21,42,0.125,0.3333333333333333,0.18181818181818182,0.125,0.5980902777777778,0.5980902777777778
0.2,1,B3,seen,standard,central_furniture,72,3,6,21,42,0.125,0.3333333333333333,0.18181818181818182,0.125,0.5980902777777778,0.5980902777777778
0.2,1,P1,seen,standard,central_furniture,72,5,7,19,41,0.20833333333333334,0.4166666666666667,0.2777777777777778,0.14583333333333334,0.5980902777777778,0.5911458333333334
0.2,1,B1,seen,standard,clear,72,7,8,17,40,0.2916666666666667,0.4666666666666667,0.358974358974359,0.16666666666666666,0.6588541666666666,0.6588541666666666
0.2,1,B2,seen,standard,clear,72,7,6,17,42,0.2916666666666667,0.5384615384615384,0.3783783783783784,0.125,0.6163194444444444,0.6163194444444444
0.2,1,B3,seen,standard,clear,72,7,6,17,42,0.2916666666666667,0.5384615384615384,0.3783783783783784,0.125,0.6163194444444444,0.6163194444444444
0.2,1,P1,seen,standard,clear,72,9,8,15,40,0.375,0.5294117647058824,0.43902439024390244,0.16666666666666666,0.6163194444444444,0.6180555555555556
0.2,1,B1,seen,standard,vertical_mid,72,4,2,20,46,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.041666666666666664,0.6380208333333334,0.6380208333333334
0.2,1,B2,seen,standard,vertical_mid,72,9,13,15,35,0.375,0.4090909090909091,0.391304347826087,0.2708333333333333,0.5850694444444444,0.5850694444444444
0.2,1,B3,seen,standard,vertical_mid,72,9,12,15,36,0.375,0.42857142857142855,0.4,0.25,0.5850694444444444,0.5850694444444444
0.2,1,P1,seen,standard,vertical_mid,72,9,11,15,37,0.375,0.45,0.4090909090909091,0.22916666666666666,0.5850694444444444,0.59375
0.2,1,B1,unseen,__all__,__all__,720,48,55,192,425,0.2,0.46601941747572817,0.27988338192419826,0.11458333333333333,0.5821267361111111,0.5821267361111111
